manu4/25 1
     1.000010   -0.002708
     0.963619    0.030202
     0.884617    0.066375
     0.830706    0.082723
     0.745895    0.102704
     0.680089    0.117163
     0.644527    0.119647
     0.637711    0.119647
     0.586363    0.119647
     0.386682    0.119647
     0.187001    0.119647
     0.132801    0.119647
     0.127826    0.119647
     0.091861    0.108351
     0.076587    0.097058
     0.017955    0.035408
     0.004314    0.015565
     0.000238    0.003411
     0.000213   -0.004588
     0.001325   -0.010215
     0.005768   -0.017765
     0.023820   -0.034707
     0.043164   -0.040354
     0.050076   -0.040354
     0.070045   -0.040354
     0.092865   -0.040354
     0.115686   -0.040354
     0.135654   -0.040354
     0.144628   -0.040354
     0.164069   -0.038471
     0.216836   -0.027178
     0.250055   -0.022689
     0.297376   -0.015884
     0.332091   -0.012119
     0.368194   -0.010236
     0.476505   -0.006471
     0.586206   -0.008353
     0.647304   -0.010236
     0.682019   -0.014001
     0.718123   -0.019648
     0.772278   -0.027178
     0.819673   -0.038054
     0.833586   -0.039514
     0.854999   -0.040354
     0.900150   -0.040354
     0.935000   -0.040354
     0.954000   -0.040002
     0.970849   -0.040354
     0.983848   -0.040002
     0.991539   -0.038095
     0.997065   -0.031723
     0.999990   -0.025296
